,ID,Team,NOC,Year,Event,Medal
21573,11384,France,FRA,1956,"Wrestling Men's Featherweight, Greco-Roman",
21578,11386,Soviet Union,URS,1988,Basketball Men's Basketball,Gold
21584,11390,Austria,AUT,1928,Swimming Women's 200 metres Breaststroke,
21601,11404,Poland,POL,1980,"Fencing Men's Sabre, Team",
21613,11410,Germany,GER,1928,Weightlifting Men's Light-Heavyweight,
21614,11411,Poland,POL,1992,"Canoeing Men's Canadian Singles, Slalom",
21617,11412,Poland,POL,1980,"Wrestling Men's Heavyweight, Greco-Roman",Silver
21618,11413,Finland,FIN,1984,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
21621,11416,Canada,CAN,1996,Rowing Women's Quadruple Sculls,Bronze
21623,11417,Netherlands,NED,1920,Football Men's Football,Bronze
21627,11420,Latvia,LAT,1936,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
21633,11424,United States,USA,1952,Athletics Men's Long Jump,Gold
21636,11426,Georgia,GEO,1996,Sailing Mixed Two Person Keelboat,
21645,11432,United States,USA,1984,Boxing Men's Super-Heavyweight,Gold
21649,11436,United States,USA,1984,Rowing Men's Single Sculls,
21654,11437,Great Britain,GBR,1964,Athletics Women's Long Jump,Gold
21655,11437,Great Britain,GBR,1964,Athletics Women's Pentathlon,Silver
21673,11448,Great Britain,GBR,2016,"Equestrianism Mixed Dressage, Team",Silver
21674,11449,France,FRA,1980,Swimming Women's 200 metres Breaststroke,
21676,11451,Croatia,CRO,2016,Water Polo Men's Water Polo,Silver
21699,11461,Turkey,TUR,2000,Taekwondo Women's Featherweight,Bronze
21706,11467,Ethiopia,ETH,1960,Athletics Men's Marathon,Gold
21707,11467,Ethiopia,ETH,1964,Athletics Men's Marathon,Gold
21711,11469,Bulgaria,BUL,1972,Weightlifting Men's Middleweight,Gold
21723,11477,Turkey,TUR,1992,Rowing Men's Single Sculls,
21724,11478,Kenya,KEN,1984,Boxing Men's Flyweight,Bronze
21737,11484,France,FRA,2000,Basketball Men's Basketball,Silver
21738,11485,Venezuela,VEN,2008,Sailing Mixed One Person Dinghy,
21746,11488,United States,USA,1984,Gymnastics Women's Team All-Around,Silver
21751,11489,Turkey,TUR,1960,"Wrestling Men's Flyweight, Freestyle",Gold
21752,11490,Czechoslovakia,TCH,1964,Athletics Men's 20 kilometres Walk,
21758,11495,United States,USA,2016,Gymnastics Women's Individual All-Around,Gold
21759,11495,United States,USA,2016,Gymnastics Women's Team All-Around,Gold
21760,11495,United States,USA,2016,Gymnastics Women's Floor Exercise,Gold
21761,11495,United States,USA,2016,Gymnastics Women's Horse Vault,Gold
21763,11495,United States,USA,2016,Gymnastics Women's Balance Beam,Bronze
21764,11496,Norway,NOR,1952,"Wrestling Men's Middleweight, Greco-Roman",
21765,11497,Turkey,TUR,1948,"Wrestling Men's Featherweight, Freestyle",Gold
21793,11511,Czechoslovakia,TCH,1992,"Shooting Women's Air Rifle, 10 metres",
21794,11511,Czechoslovakia,TCH,1992,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
21800,11514,Esterel-1,FRA,1900,Sailing Mixed 10-20 Ton,Gold
21804,11518,United States,USA,1904,Athletics Men's Standing High Jump,
21805,11518,United States,USA,1904,Athletics Men's Standing Long Jump,Bronze
21806,11518,United States,USA,1904,Athletics Men's Discus Throw,
21807,11518,United States,USA,1908,Athletics Men's Standing High Jump,Silver
21815,11520,India,IND,1972,Hockey Men's Hockey,Bronze
21821,11524,United States,USA,1912,"Shooting Men's Trap, Team",Gold
21828,11528,United States,USA,1904,Cycling Men's 1/4 mile,Bronze
21829,11528,United States,USA,1904,Cycling Men's 1/3 mile,Bronze
21830,11528,United States,USA,1904,Cycling Men's 1/2 mile,Silver
21831,11528,United States,USA,1904,Cycling Men's 1 mile,Bronze
21832,11528,United States,USA,1904,Cycling Men's 2 mile,
21833,11528,United States,USA,1904,Cycling Men's 5 mile,
21834,11528,United States,USA,1904,Cycling Men's 25 mile,
21858,11540,United States,USA,1988,"Fencing Women's Foil, Individual",
21859,11540,United States,USA,1988,"Fencing Women's Foil, Team",
21872,11546,Ukraine,UKR,2004,Rowing Men's Quadruple Sculls,Bronze
21874,11547,Soviet Union,URS,1988,Gymnastics Men's Individual All-Around,Bronze
21881,11547,Soviet Union,URS,1988,Gymnastics Men's Pommelled Horse,Gold
21919,11557,Bulgaria,BUL,1960,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
21923,11559,Greece,GRE,2004,Diving Men's Synchronized Springboard,Gold
21925,11560,Netherlands,NED,1964,Swimming Women's 4 x 100 metres Medley Relay,Silver
21961,11575,Singapore,SGP,1952,Weightlifting Men's Bantamweight,
21970,11581,Czechoslovakia,TCH,1948,"Art Competitions Mixed Sculpturing, Medals And Plaques",
21980,11589,Italy,ITA,1980,"Cycling Men's Individual Pursuit, 4,000 metres",
21981,11589,Italy,ITA,1980,"Cycling Men's Team Pursuit, 4,000 metres",
21984,11592,Individual Olympic Athletes,IOA,1992,"Shooting Women's Air Rifle, 10 metres",Bronze
21999,11599,Germany,GER,1928,"Art Competitions Mixed Literature, Lyric Works",Silver
22004,11601,India,IND,2008,"Shooting Men's Air Rifle, 10 metres",Gold
22039,11616,Great Britain,GBR,2008,Athletics Men's 4 x 400 metres Relay,Bronze
22040,11617,Heroine,GBR,1908,Sailing Mixed 7 metres,Gold
22044,11619,Italy,ITA,1928,"Fencing Men's Sabre, Individual",Bronze
22065,11631,Australia,AUS,1976,Athletics Men's 110 metres Hurdles,
22088,11641,Italy,ITA,1976,Rowing Men's Single Sculls,
22089,11642,United States,USA,1984,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
22090,11642,United States,USA,1988,Swimming Men's 50 metres Freestyle,Gold
22091,11642,United States,USA,1988,Swimming Men's 100 metres Freestyle,Gold
22092,11642,United States,USA,1988,Swimming Men's 200 metres Freestyle,Bronze
22093,11642,United States,USA,1988,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
22094,11642,United States,USA,1988,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
22095,11642,United States,USA,1988,Swimming Men's 100 metres Butterfly,Silver
22097,11642,United States,USA,1992,Swimming Men's 50 metres Freestyle,Silver
22099,11642,United States,USA,1992,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
22108,11647,Belgium,BEL,1928,Boxing Men's Featherweight,
22125,11656,Serbia,SRB,2016,Basketball Men's Basketball,Silver
22128,11657,Denmark,DEN,1968,Sailing Mixed Three Person Keelboat,Silver
22146,11665,New Zealand,NZL,1988,Rowing Men's Coxed Fours,Bronze
22153,11670,Australia,AUS,2016,"Canoeing Men's Kayak Singles, 200 metres",
22154,11671,United States,USA,2004,Basketball Women's Basketball,Gold
22159,11672,Great Britain,GBR,1980,Rowing Women's Coxed Fours,
22160,11673,Australia,AUS,2016,Athletics Men's 20 kilometres Walk,Bronze
22188,11684,Kenya,KEN,1992,"Athletics Men's 3,000 metres Steeplechase",Gold
22190,11685,Greece,GRE,1936,"Wrestling Men's Featherweight, Greco-Roman",
22195,11688,Denmark,DEN,1920,"Gymnastics Men's Team All-Around, Swedish System",Silver
22208,11698,Poland,POL,1928,Rowing Men's Coxed Fours,Bronze
22240,11710,Romania,ROU,1980,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
22271,11719,Hungary,HUN,1936,Swimming Women's 400 metres Freestyle,
22278,11723,Hungary,HUN,1988,"Wrestling Men's Flyweight, Freestyle",
22297,11732,Romania,ROU,1972,Handball Men's Handball,Bronze
22298,11732,Romania,ROU,1976,Handball Men's Handball,Silver
22299,11732,Romania,ROU,1980,Handball Men's Handball,Bronze
22302,11735,Great Britain,GBR,1948,Athletics Women's Shot Put,
22308,11739,Russia,RUS,2016,Rhythmic Gymnastics Women's Group,Gold
22309,11740,Soviet Union,URS,1980,Athletics Women's Javelin Throw,
22335,11755,East Germany,GDR,1976,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
22337,11756,East Germany,GDR,1980,"Canoeing Women's Kayak Doubles, 500 metres",Gold
22338,11757,Germany,GER,2008,Judo Men's Half-Middleweight,Gold
22339,11757,Germany,GER,2012,Judo Men's Half-Middleweight,Silver
22343,11760,Germania II,GER,1936,Sailing Mixed 8 metres,Bronze
22345,11762,Wannsee,GER,1936,Sailing Mixed Two Person Keelboat,Gold
22347,11763,West Germany,FRG,1984,"Fencing Women's Foil, Team",Gold
22356,11768,Germany,GER,2000,"Fencing Men's Foil, Individual",Silver
22357,11768,Germany,GER,2000,"Fencing Men's Foil, Team",
22367,11774,Polyteknisk Roklub-1,DEN,1912,"Rowing Men's Coxed Fours, Outriggers",Bronze
22380,11782,Great Britain,GBR,2004,Rowing Women's Coxless Pairs,Silver
22400,11795,Great Britain,GBR,1976,Rowing Men's Quadruple Sculls,
22404,11798,Peru,PER,1948,Weightlifting Men's Light-Heavyweight,
22406,11799,Italy,ITA,1996,Archery Men's Team,Bronze
22408,11799,Italy,ITA,2000,Archery Men's Team,Silver
22416,11803,Greece,GRE,2004,Rowing Women's Lightweight Double Sculls,
22417,11803,Greece,GRE,2008,Rowing Women's Lightweight Double Sculls,
22466,11836,Great Britain,GBR,2012,Sailing Men's Two Person Dinghy,Silver
22467,11837,Azerbaijan,AZE,2008,Rhythmic Gymnastics Women's Group,
22469,11839,Kenya,KEN,1992,"Athletics Men's 5,000 metres",Silver
22470,11839,Kenya,KEN,1996,"Athletics Men's 5,000 metres",Silver
22492,11854,Germany,GER,1960,Rowing Men's Coxed Eights,Gold
22495,11856,Germany,GER,1996,Rhythmic Gymnastics Women's Group,
22500,11859,France,FRA,1996,"Athletics Women's 1,500 metres",
22509,11864,Kenya,KEN,1968,"Athletics Men's 3,000 metres Steeplechase",Gold
22513,11867,United States,USA,1932,Gymnastics Men's Horizontal Bar,Gold
22546,11887,Yugoslavia,YUG,1968,Swimming Women's 100 metres Breaststroke,Gold
22547,11887,Yugoslavia,YUG,1968,Swimming Women's 200 metres Breaststroke,Silver
22570,11896,Norway,NOR,1928,Boxing Men's Bantamweight,
22577,11902,Denmark,DEN,1920,Hockey Men's Hockey,Silver
22586,11905,Sweden,SWE,1912,"Cycling Men's Road Race, Team",Gold
22600,11915,Sweden,SWE,1912,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
22601,11915,Sweden,SWE,1912,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Bronze
22612,11919,Nina,FIN,1912,Sailing Mixed 10 metres,Silver
22613,11920,Brazil,BRA,1980,Sailing Mixed Multihull,Gold
22616,11921,Finland,FIN,1972,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
22619,11922,Sweden,SWE,1908,"Athletics Men's 1,600 metres Medley Relay",
22627,11926,Canada,CAN,2012,Sailing Men's Two Person Keelboat,
22648,11932,Sweden,SWE,1928,"Equestrianism Men's Jumping, Team",Bronze
22652,11935,Sweden,SWE,1924,"Cycling Men's Road Race, Team",Bronze
22653,11936,Norway,NOR,1912,Tennis Women's Singles,Bronze
22662,11940,Norway,NOR,1988,Rowing Men's Quadruple Sculls,Silver
22663,11940,Norway,NOR,1992,Rowing Men's Quadruple Sculls,Silver
22689,11946,Norway,NOR,1988,Sailing Mixed Two Person Heavyweight Dinghy,Silver
22737,11958,Kristiania Roklub-1,NOR,1912,"Rowing Men's Coxed Fours, Inriggers",
22740,11960,Ormsund Roklub-2,NOR,1912,"Rowing Men's Coxed Fours, Inriggers",Bronze
22751,11969,France,FRA,1900,"Croquet Mixed Singles, One Ball",
22752,11969,France,FRA,1900,"Croquet Mixed Singles, Two Balls",
22754,11971,Canada,CAN,1924,Rowing Men's Coxless Fours,Silver
22761,11974,Great Britain,GBR,1980,Athletics Men's Hammer Throw,
22762,11975,Great Britain,GBR,1976,"Athletics Men's 5,000 metres",
22765,11977,United States,USA,1928,Athletics Men's Hammer Throw,Bronze
22777,11980,Great Britain,GBR,1960,Swimming Men's 400 metres Freestyle,
22783,11983,United States,USA,1972,Athletics Men's 200 metres,Silver
22784,11983,United States,USA,1972,Athletics Men's 4 x 100 metres Relay,Gold
22785,11984,Canada,CAN,1924,Boxing Men's Middleweight,
22788,11986,Australia,AUS,1964,Athletics Women's 200 metres,Bronze
22793,11988,Great Britain,GBR,1996,Athletics Men's 400 metres,Silver
22808,11995,United States,USA,2004,"Equestrianism Mixed Three-Day Event, Team",Bronze
22809,11996,Chuckles,GBR,1956,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
22829,12003,Australia,AUS,2000,Sailing Mixed One Person Dinghy,Bronze
22856,12019,Great Britain,GBR,1908,Rowing Men's Single Sculls,Gold
22858,12021,Canada,CAN,1984,Basketball Women's Basketball,
22872,12026,Belgium,BEL,1920,Art Competitions Mixed Literature,Bronze
22876,12029,Sweden,SWE,1936,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Gold
22881,12033,Great Britain,GBR,2012,Diving Women's Synchronized Springboard,
22885,12035,Soviet Union,URS,1980,"Wrestling Men's Flyweight, Greco-Roman",Gold
22887,12036,Bulgaria,BUL,1980,Weightlifting Men's Light-Heavyweight,Silver
22898,12039,Bulgaria,BUL,1972,Athletics Women's High Jump,Silver
22899,12039,Bulgaria,BUL,1976,Athletics Women's High Jump,Bronze
22909,12047,Hungary,HUN,1948,"Canoeing Men's Kayak Doubles, 1,000 metres",
22927,12055,United States,USA,1904,Athletics Men's 60 metres,
22928,12055,United States,USA,1904,Athletics Men's 100 metres,
22929,12055,United States,USA,1904,Athletics Men's 400 metres,
22930,12056,United States,USA,1932,Rowing Men's Coxed Eights,Gold
22932,12058,United States,USA,1932,"Art Competitions Mixed Painting, Drawings And Water Colors",Gold
22934,12059,United States,USA,1956,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
22939,12062,France,FRA,1992,Swimming Women's 50 metres Freestyle,
22940,12062,France,FRA,1992,Swimming Women's 4 x 100 metres Freestyle Relay,
22941,12062,France,FRA,1992,Swimming Women's 4 x 100 metres Medley Relay,
22944,12065,Netherlands,NED,1960,Rowing Men's Coxless Pairs,
22945,12065,Netherlands,NED,1964,Rowing Men's Coxless Pairs,Silver
22952,12068,United States,USA,1896,"Athletics Men's 1,500 metres",Silver
22961,12071,Jamaica,JAM,1996,Athletics Men's 4 x 400 metres Relay,Bronze
22979,12080,New Zealand,NZL,1984,Weightlifting Men's Heavyweight I,
22980,12080,New Zealand,NZL,1988,Weightlifting Men's Heavyweight I,
22991,12086,Jamaica,JAM,2012,Athletics Men's 100 metres,Silver
22992,12086,Jamaica,JAM,2012,Athletics Men's 200 metres,Silver
23006,12091,Great Britain,GBR,2000,"Canoeing Women's Kayak Singles, Slalom",
23035,12106,Winnipeg Shamrocks-1,CAN,1904,Lacrosse Men's Lacrosse,Gold
23036,12107,United States,USA,2008,Trampolining Women's Individual,
23044,12113,Italy,ITA,2004,Rhythmic Gymnastics Women's Group,Silver
23046,12113,Italy,ITA,2012,Rhythmic Gymnastics Women's Group,Bronze
23047,12114,France,FRA,1924,"Cycling Men's Road Race, Individual",Gold
23048,12114,France,FRA,1924,"Cycling Men's Road Race, Team",Gold
23050,12115,Olle,FRA,1900,Sailing Mixed 2-3 Ton,Gold
23060,12119,Cuba,CUB,1976,Weightlifting Men's Middle-Heavyweight,
23061,12119,Cuba,CUB,1980,Weightlifting Men's Heavyweight I,Bronze
23082,12137,Spain,ESP,2012,Judo Women's Extra-Lightweight,
23098,12146,United States,USA,1936,Athletics Women's 4 x 100 metres Relay,Gold
23105,12151,Canada,CAN,1984,Judo Men's Open Class,
23108,12152,Netherlands,NED,1996,Volleyball Men's Volleyball,Gold
23112,12154,Poland,POL,2000,Gymnastics Men's Horse Vault,Bronze
23117,12154,Poland,POL,2008,Gymnastics Men's Horse Vault,Gold
23129,12165,Netherlands,NED,1928,Athletics Men's Triple Jump,
23132,12166,Netherlands,NED,1948,Athletics Women's 100 metres,Gold
23133,12166,Netherlands,NED,1948,Athletics Women's 200 metres,Gold
23134,12166,Netherlands,NED,1948,Athletics Women's 80 metres Hurdles,Gold
23135,12166,Netherlands,NED,1948,Athletics Women's 4 x 100 metres Relay,Gold
23142,12170,United States-1,USA,2000,Beach Volleyball Men's Beach Volleyball,Gold
23157,12178,Germany,GER,2000,Rowing Women's Lightweight Double Sculls,Silver
23158,12178,Germany,GER,2004,Rowing Women's Lightweight Double Sculls,Silver
23166,12183,Spain,ESP,1992,Judo Women's Lightweight,Gold
23175,12189,Germany,GER,1936,Athletics Men's Hammer Throw,Silver
23188,12199,United States,USA,1904,Tennis Men's Singles,
23189,12199,United States-10,USA,1904,Tennis Men's Doubles,
23190,12200,United States,USA,1984,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
23201,12206,Switzerland,SUI,2000,"Cycling Women's Mountainbike, Cross-Country",Silver
23215,12209,Denmark,DEN,1976,Cycling Men's 100 kilometres Team Time Trial,Bronze
23217,12210,Argentina,ARG,2008,Swimming Men's 10 kilometres Open Water,
23220,12211,Russia,RUS,1912,Shooting Men's Trap,Bronze
23224,12214,Ghana,GHA,1964,Boxing Men's Light-Welterweight,Bronze
23244,12226,Czechoslovakia,TCH,1980,"Canoeing Men's Canadian Singles, 500 metres",
23245,12227,Czechoslovakia,TCH,1980,Hockey Women's Hockey,Silver
23254,12232,Great Britain,GBR,2012,"Athletics Women's 10,000 metres",
23257,12234,Argentina,ARG,1948,"Wrestling Men's Featherweight, Greco-Roman",
23275,12244,Trinidad and Tobago,TTO,2012,Athletics Men's 4 x 100 metres Relay,Silver
23284,12248,United States,USA,1920,Swimming Women's 100 metres Freestyle,Gold
23285,12248,United States,USA,1920,Swimming Women's 300 metres Freestyle,Gold
23286,12248,United States,USA,1920,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
23294,12254,Australia,AUS,1984,"Canoeing Women's Kayak Singles, 500 metres",
23297,12257,United States,USA,1928,Rowing Men's Coxed Eights,Gold
23304,12260,Great Britain,GBR,1920,"Athletics Men's 3,000 metres, Team",Silver
23319,12269,United States,USA,1960,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
23321,12270,Great Britain,GBR,1956,"Canoeing Men's Kayak Doubles, 10,000 metres",
23325,12272,Algeria,ALG,2000,Boxing Men's Bantamweight,
23326,12273,East Germany,GDR,1988,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
23334,12278,United States,USA,2000,"Equestrianism Mixed Dressage, Individual",
23335,12278,United States,USA,2000,"Equestrianism Mixed Dressage, Team",Bronze
23336,12279,Russia,RUS,2004,"Shooting Men's Running Target, 10 metres",Silver
23337,12280,Soviet Union,URS,1980,"Equestrianism Mixed Three-Day Event, Individual",Silver
23338,12280,Soviet Union,URS,1980,"Equestrianism Mixed Three-Day Event, Team",Gold
23347,12286,Belgium,BEL,1920,Swimming Men's 100 metres Backstroke,Bronze
23348,12286,Belgium,BEL,1924,Water Polo Men's Water Polo,Silver
23349,12286,Belgium,BEL,1924,Swimming Men's 100 metres Backstroke,
23353,12286,Belgium,BEL,1936,Water Polo Men's Water Polo,Bronze
23356,12288,Uruguay,URU,1956,Basketball Men's Basketball,Bronze
23362,12290,Russia,RUS,2016,Handball Women's Handball,Gold
23363,12291,Russia,RUS,2012,Rhythmic Gymnastics Women's Group,Gold
23367,12294,Denmark,DEN,1932,"Fencing Men's Foil, Individual",
23368,12294,Denmark,DEN,1932,"Fencing Men's Foil, Team",
23369,12294,Denmark,DEN,1932,"Fencing Men's epee, Team",
23370,12294,Denmark,DEN,1932,"Fencing Men's Sabre, Individual",
23371,12294,Denmark,DEN,1932,"Fencing Men's Sabre, Team",
23372,12295,South Africa,RSA,2000,"Cycling Men's 1,000 metres Time Trial",
23381,12301,West Germany,FRG,1988,Hockey Men's Hockey,Silver
23383,12303,East Germany,GDR,1988,"Cycling Men's Team Pursuit, 4,000 metres",Silver
23388,12306,United States,USA,1992,Archery Women's Team,
23391,12307,Germany,GER,1992,"Equestrianism Mixed Three-Day Event, Individual",Silver
23399,12311,Netherlands,NED,1900,Swimming Men's 200 metres Backstroke,
23400,12312,Switzerland,SUI,1936,Handball Men's Handball,Bronze
23420,12323,Sweden,SWE,1900,Athletics Men's Long Jump,
23425,12326,Sweden,SWE,1936,"Art Competitions Mixed Sculpturing, Statues",Bronze
23439,12331,Sweden,SWE,1912,Diving Men's Platform,Bronze
23440,12331,Sweden,SWE,1920,Diving Men's Springboard,
23442,12332,Belgium,BEL,1980,"Cycling Men's 1,000 metres Time Trial",
23452,12336,Sweden,SWE,1924,Athletics Men's Javelin Throw,
23459,12337,Sweden,SWE,1920,"Shooting Men's Military Rifle, Prone, 600 metres",
23460,12337,Sweden,SWE,1920,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Bronze
23478,12342,Sweden,SWE,1952,"Canoeing Men's Canadian Doubles, 1,000 metres",
23479,12342,Sweden,SWE,1952,"Canoeing Men's Canadian Doubles, 10,000 metres",
23489,12349,France,FRA,1936,Swimming Women's 100 metres Backstroke,
23497,12353,France,FRA,1952,Rowing Men's Coxless Fours,Silver
